T,L,E,M,Ms,Cv,chi,chi_s,U,periodica,intento,tao,h
2.0,24,-0.7463631558641703,187.59432012621943,0.033598649691358,0.2058906928392995,0.6404910505889979,0.0939147230242627,0.3038977186686037,True,35,5000,0.5
1.7,24,-0.8147958873455591,220.6749183351481,0.0344177083333333,0.2585001505569068,0.7619697544376715,0.1159091450571895,0.3025751075468128,True,35,5000,0.5
1.6,24,-0.8414371373456587,234.6222528388258,0.0346287422839506,0.2752109597504788,0.800622536223901,0.123609339672818,0.306283219064372,True,35,5000,0.5
1.5,24,-0.8700126851853791,249.96693406813185,0.0345712962962963,0.2995444081888208,0.8689378609974652,0.1327673846913578,0.3000279283945525,True,35,5000,0.5
1.4,24,-0.9015191666667575,267.2581942623497,0.0347952160493827,0.3263795706751872,0.935653619096882,0.1438719260337056,0.300364052010405,True,35,5000,0.5
1.3,24,-0.9355902006172622,287.459389791338,0.0344784722222222,0.3637296898949929,1.0295742251206033,0.1551324475546058,0.2967310990073765,True,35,5000,0.5
1.2,24,-0.9734426234567961,310.3899024466123,0.0344243055555555,0.3965604940440048,1.1162023936656675,0.1664697435956791,0.2921371809503215,True,35,5000,0.5
1.1,24,-1.0170486342592575,338.5706984289238,0.0336375385802469,0.449622179369269,1.2749678557560116,0.174536383725371,0.2890286439612712,True,35,5000,0.5
1.0,24,-1.0641398765432066,370.941001311082,0.0322945216049382,0.5024374835122418,1.4242561723351377,0.1795503502434841,0.2819510377212042,True,35,5000,0.5
0.9,24,-1.1167569521604899,409.9075576098309,0.030091473765432,0.5515750161563076,1.6044704939194174,0.178577259715554,0.2572219552393108,True,35,5000,0.5
0.8,24,-1.1735484953703628,456.6856292082398,0.0259413966049382,0.5845011853660744,1.7058090065403222,0.1567138740987227,0.2297911743121218,True,35,5000,0.5
0.7,24,-1.229635316358021,508.11226417190727,0.0199660879629629,0.5408925472297257,1.5449890818896916,0.1215115735339506,0.1433913630130262,True,35,5000,0.5
0.6,24,-1.2738076543209775,551.4923223928357,0.0111549382716049,0.3247111184666412,0.7802772591026884,0.0687781971650663,-0.1886252636639658,True,35,5000,0.5
0.5,24,-1.2942145337301456,570.8171766520957,0.0036806051587301,0.1088356812631698,0.2237379639744985,0.0397516626955782,-3.572921086957209,True,35,15000,0.5
0.4,24,-1.2994480753968096,575.5987543213051,0.0003301587301587,0.0160505874570541,0.0143642852375099,0.0033152553287981,-15.494880952380951,True,35,15000,0.5
0.3,24,-1.299985912698397,575.9908574040742,7.936507936507936e-06,0.0007065341389848,0.0003341628019336,8.354308390022676e-05,-394.4261640290168,True,35,15000,0.5
0.2,24,-1.299999999999984,576.0,0.0,0.0,0.0,0.0,,True,35,15000,0.5
0.1,24,-1.299999999999984,576.0,0.0,0.0,0.0,0.0,,True,35,15000,0.5
