T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,24,-0.564221126543276,0.0363297453703703,0.1356141189011926,0.1090245010763888,0.3030878801662053,False,34,5000
1.7,24,-0.6083363580247383,0.0395350308641975,0.1641411276566994,0.1528967494230613,0.306098034982774,False,34,5000
1.5,24,-0.6439246296295897,0.0431369984567901,0.1946349750430755,0.2045802564466164,0.306062870603383,False,34,5000
1.3,24,-0.6889516049383098,0.0494749228395061,0.2574258710484352,0.3102861980980262,0.3056619686409978,False,34,5000
1.2,24,-0.7178416975308938,0.0549699459876543,0.3193054027430317,0.4144581068237027,0.3076052590306676,False,34,5000
1.1,24,-0.7543847530864407,0.0654323688271605,0.4273921534736551,0.6536037387384646,0.2981680755953542,False,34,5000
1.0,24,-0.8088240740741148,0.0891861882716049,0.700468703703589,1.367117052095337,0.280239243774966,False,34,5000
0.9,24,-0.9017704783950234,0.1626567515432098,1.1857433454369863,5.04009407391308,0.3433165639480908,False,34,5000
0.8,24,-1.00631757716052,0.3221775848765432,0.796792658898779,8.682515222426906,0.5893193793606483,False,34,5000
0.7,24,-1.0547014969135908,0.4178045138888889,0.2784256704322294,0.5997452208884572,0.6616020796914063,False,34,5000
0.5,24,-1.0848955753968397,0.4557542162698413,0.0726846982595614,0.2797451104732786,0.6651659832479293,False,34,15000
0.3,24,-1.0946623809523988,0.4783671626984127,0.0373230076693738,0.1584575778344188,0.666197494144095,False,34,15000
0.1,24,-1.1015359126984328,0.4986078869047618,0.0211041247287842,0.0144151186939112,0.6666533010816265,False,34,15000
