T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,16,-0.5829471527778122,0.0575691840277777,0.1339402284811726,0.1193431946286651,0.3145983742000059,True,37,5000
1.7,16,-0.6276140972222255,0.0632052951388889,0.1651163823960777,0.1703709143234839,0.3132297281937213,True,37,5000
1.5,16,-0.6635726388888871,0.0696609375,0.1994533887977986,0.241097106435185,0.2998032000226531,True,37,5000
1.3,16,-0.7095355555555543,0.0815588541666666,0.2755723607685216,0.391302476014957,0.2779413378645673,True,37,5000
1.2,16,-0.7414793055555536,0.0945644097222222,0.3594521183093175,0.5936063337127055,0.2587813529137571,True,37,5000
1.1,16,-0.7877334722222135,0.1210395833333333,0.6382240046484883,1.2069909522727271,0.1846227133394684,True,37,5000
1.0,16,-0.9214156249998245,0.2578180555555555,2.5626664775003576,4.658015964320992,0.4277684398585963,True,37,5000
0.9,16,-1.1248731249999477,0.4655683159722222,0.8559547890123201,0.6080556254093811,0.6590007059915659,True,37,5000
0.8,16,-1.1727168055555541,0.4907266493055555,0.2786675870292576,0.0401798315948109,0.6660095975482575,True,37,5000
0.7,16,-1.190624861111109,0.4971816840277778,0.1107090702849486,0.0095950421930065,0.6665291630445425,True,37,5000
0.5,16,-1.199565357142858,0.4998916294642857,0.0089294087836151,0.0003245673405558,0.6666633332196088,True,37,15000
0.3,16,-1.1999989285714292,0.4999997767857143,5.713959265247266e-05,7.440051064122599e-07,0.6666666620528839,True,37,15000
0.1,16,-1.2000000000000006,0.5,5.684341886080801e-12,0.0,0.6666666666666667,True,37,15000
