T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,16,-0.5551192708333778,0.0530131076388888,0.13101405831598,0.1037338922444058,0.3086718113956201,False,24,5000
1.7,16,-0.5979214930555548,0.0576303819444444,0.1630129721131796,0.1436791761937181,0.3116360565721725,False,24,5000
1.5,16,-0.6336038194444292,0.0619972222222222,0.1922311489574768,0.1887194736831275,0.3055818734692366,False,24,5000
1.3,16,-0.676916180555537,0.0694998263888889,0.2484012848644929,0.273937118583808,0.3022905200077761,False,24,5000
1.2,16,-0.7049469097222144,0.0760772569444444,0.2992302531633702,0.3585997972929526,0.3007859034625726,False,24,5000
1.1,16,-0.7368915277777743,0.0865299479166666,0.3673600064850701,0.513778714883207,0.2926181806240925,False,24,5000
1.0,16,-0.7802242361111063,0.1041756076388888,0.4907452222949757,0.8346933533777006,0.2909057224310557,False,24,5000
0.9,16,-0.8379038541666608,0.1411196180555555,0.6827789227401126,1.7100696862054172,0.3031139115570921,False,24,5000
0.8,16,-0.9136015972221783,0.2105174479166666,0.8187794371740774,4.106569297547744,0.3976103780176487,False,24,5000
0.7,16,-0.9811630208329822,0.3359706597222222,0.4724911438490047,4.450838139539235,0.5931129151181153,False,24,5000
0.5,16,-1.0268525892856106,0.3967610491071429,0.1474775428487191,6.097614378565041,0.6213159428416606,False,24,15000
0.3,16,-1.0440391517857095,0.47026484375,0.0541679335103455,0.1763048328124957,0.6654663304893947,False,24,15000
0.1,16,-1.053904910714282,0.4980151785714286,0.0303892397994331,0.0203992137755193,0.6666242117932715,False,24,15000
