T,L,E,Ms,Cv,chi_s,U,periodica,intento
1.1,16,-188.469142857143,0.08515234375,0.3713065852167339,0.5172555768060066,0.2754112511914213,False,13
1.0,16,-199.46559999999928,0.10280189732142857,0.5081340828571399,0.8983941453284441,0.2071769734048513,False,13
0.9,16,-213.71348571428533,0.1387818080357143,0.6931951657218473,1.5989040524907872,0.3098131060292273,False,13
0.8,16,-232.81234285714172,0.21032254464285716,0.8205356214923131,3.7041842311065043,0.411878022149922,False,13
0.7,16,-250.0889142856922,0.3143359375,0.5157420049980556,5.142917490433671,0.5613208129288462,False,13
0.6,16,-258.49902857140944,0.3611489955357143,0.27434820404595134,5.948896279629045,0.5985983997642808,False,13
1.4,16,-167.2800571428563,0.06476060267857142,0.22837666726755346,0.22134192778562323,0.3176015088802969,False,12
1.3,16,-173.78285714285616,0.07006026785714285,0.2454888600410536,0.27860955259026693,0.29533259234735765,False,12
1.2,16,-180.6860571428552,0.07629743303571429,0.31072879432397904,0.35519101927880514,0.29888882636471836,False,12
1.1,16,-189.01605714285768,0.08923828125,0.3731432054203459,0.5242090224228897,0.31679977333470233,False,12
1.0,16,-199.7250857142842,0.10153348214285714,0.4715614703953861,0.7654171951530615,0.29913085167393627,False,12
0.9,16,-214.25971428571222,0.13009207589285715,0.6267742500472335,1.4543972660678852,0.2944835706062263,False,12
0.8,16,-234.23142857142358,0.22985100446428572,0.7822185805963054,3.7393721650789224,0.45735604224965254,False,12
0.7,16,-251.08874285712218,0.33057589285714284,0.45068466761245435,4.4970091946064175,0.588135007150981,False,12
0.6,16,-259.30028571426607,0.38336049107142856,0.2260300090347932,4.686423213754256,0.6225543323406977,False,12
1.4,16,-167.61274285714427,0.06591685267857143,0.21687554190313538,0.23001001452031689,0.30725912108697717,False,14
1.3,16,-173.5979428571432,0.06924330357142858,0.25351520577226117,0.2688828826530611,0.3149158247677777,False,14
1.2,16,-180.30908571428608,0.07713783482142857,0.3055401406515933,0.3685714045891797,0.29159495829717064,False,14
1.1,16,-188.90211428571328,0.08669921875,0.39225138757590805,0.5280949802150973,0.28420539838968595,False,14
1.0,16,-199.65685714285718,0.10418303571428572,0.4874274614158196,0.7845254770408157,0.3184333995163102,False,14
0.9,16,-214.98605714285716,0.14484207589285714,0.7190861436130178,1.891307464480584,0.2850086183875101,False,14
0.8,16,-234.2423428571374,0.2329174107142857,0.7891958091317707,3.7238890561224514,0.4714494699971249,False,14
0.7,16,-251.40319999998124,0.35055245535714286,0.4690830087463847,3.662112552387029,0.6118486443056579,False,14
0.6,16,-258.85337142855263,0.3720786830357143,0.24636938931416177,5.082477648676651,0.6105905496305376,False,14
1.4,16,-167.11765714285616,0.06469866071428572,0.2227453698914417,0.2235883063046646,0.2849100980948135,False,15
1.3,16,-173.2033142857125,0.06952120535714286,0.24243636514309455,0.2708588400215854,0.3067728263557221,False,15
1.2,16,-180.46365714285665,0.07728459821428571,0.28288236079223594,0.36581007945365673,0.3132282389280141,False,15
1.1,16,-188.8145714285723,0.0855625,0.35904543319911547,0.503346939935065,0.28852748337156,False,15
1.0,16,-199.513085714287,0.10305133928571429,0.4666432596810637,0.7881791913265301,0.2953930919291179,False,15
0.9,16,-214.87051428571573,0.14585546875,0.7027542397959209,1.913605253596231,0.2739311241597727,False,15
0.8,16,-234.62708571428158,0.22469698660714285,0.7653219731345472,4.241077342853156,0.4377544603770003,False,15
0.7,16,-252.6151999999711,0.38007979910714285,0.4221238870262109,1.1913163255056551,0.6447593042795,False,15
0.6,16,-259.8575428571259,0.41826729910714283,0.19470811901227433,0.5080432577327917,0.6591416368222882,False,15
1.4,16,-167.6282285714296,0.06494196428571429,0.2190095270459966,0.21963742620262383,0.30737820386029757,False,17
1.3,16,-173.7628571428579,0.07028125,0.2570901121543254,0.2739755975274724,0.31848361266908787,False,17
1.2,16,-180.43559999999883,0.07569084821428572,0.29873608339536045,0.3597804365965135,0.28653366622315113,False,17
1.1,16,-188.75205714285744,0.08916685267857143,0.3672720218312434,0.5169423723765076,0.3296293747232266,False,17
1.0,16,-199.56302857142913,0.10655747767857143,0.5166549284565747,0.8226692122927295,0.3155665121511392,False,17
0.9,16,-214.3993714285715,0.14290401785714285,0.7194613076183873,1.7939095223922912,0.29631686609823016,False,17
