T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,16,-0.5541079861111402,0.0531990451388888,0.1310791592515485,0.1037390291194058,0.3085964909958932,False,19,5000
1.7,16,-0.59814711805556,0.0574678819444444,0.160514075273501,0.1432373242329339,0.3030582801546307,False,19,5000
1.5,16,-0.6334461458333318,0.0621815972222222,0.1946019532234496,0.1871986699794237,0.308187380559105,False,19,5000
1.3,16,-0.6774792708333388,0.0697989583333333,0.2486371587754822,0.2766419767094019,0.299596050234883,False,19,5000
1.2,16,-0.7048108680555571,0.0759361979166666,0.2979320068567739,0.3532034284577545,0.3082184090814089,False,19,5000
1.1,16,-0.7375169444444508,0.0863912326388888,0.3689255590898695,0.506974420368617,0.2920562684064685,False,19,5000
1.0,16,-0.7799432986111124,0.1027358506944444,0.4964527630589259,0.8157492008314038,0.2746138458676713,False,19,5000
0.9,16,-0.8386095138888994,0.1403696180555555,0.6805950929294149,1.709490707810356,0.298376159148736,False,19,5000
0.8,16,-0.916437708333296,0.22347421875,0.7767803333159405,4.09482072740885,0.4366696163131242,False,19,5000
0.7,16,-0.9823715277774239,0.35214375,0.4768537918872259,3.328674309920636,0.6139082250757588,False,19,5000
0.5,16,-1.0295119196428086,0.4402483258928571,0.106173788797605,0.2844360610650653,0.6630732006901591,False,19,15000
0.3,16,-1.0440048660714207,0.4700143973214286,0.0538194009019813,0.1797157606186061,0.6654415238964073,False,19,15000
0.1,16,-1.0539013392857113,0.4980021205357143,0.0311529540965693,0.0211243367027691,0.6666227260011024,False,19,15000
