T,L,E,M,Ms,Cv,chi,chi_s,U,periodica,intento,tao,h
2.0,24,-0.7466935648147924,187.57898713361925,0.0336532407407407,0.2087570390244258,0.6401035897164005,0.0929417295679013,0.312613834954586,True,38,5000,0.5
1.7,24,-0.8151495138889131,220.90482433723696,0.0344159336419753,0.2566515701566654,0.7614785703254396,0.1130836143785805,0.3133679170777412,True,38,5000,0.5
1.6,24,-0.8410783564814954,234.3946578964912,0.0344853009259259,0.2761551797326609,0.8158009026245752,0.1221490875337576,0.3104366753735937,True,38,5000,0.5
1.5,24,-0.8703857098765184,250.21732850381105,0.0346412808641975,0.301359038071305,0.8706375076241313,0.1330132249634203,0.3045629542633252,True,38,5000,0.5
1.4,24,-0.9014150771604668,267.51747738939133,0.0346306327160493,0.3303992992701017,0.9526264965285146,0.1415683630486968,0.3045762263633571,True,38,5000,0.5
1.3,24,-0.9352453472222358,287.10135330325994,0.0346619212962963,0.3631998393233573,1.0245720420239273,0.1527401683226494,0.3068803485745071,True,38,5000,0.5
1.2,24,-0.9739078626543309,310.6794960111998,0.0343082947530864,0.4031169155407048,1.1425595625578395,0.1646443855445529,0.2924644306182671,True,38,5000,0.5
1.1,24,-1.0164901466049372,338.2968378480478,0.033632137345679,0.4493469580164888,1.2619410519842822,0.1711986531791681,0.2978441466304756,True,38,5000,0.5
1.0,24,-1.0637983179012285,370.49727783827024,0.0325019290123456,0.5058448552589552,1.436639522074529,0.1812577139060356,0.2840368056151923,True,38,5000,0.5
0.9,24,-1.1169224305555498,410.1259972000622,0.0299456404320987,0.543924647385852,1.5501192564323465,0.1761834671915486,0.2617239085519899,True,38,5000,0.5
0.8,24,-1.1739598456790061,457.2033065931868,0.0262918981481481,0.5864287305804002,1.7033778950349188,0.1582284505787037,0.244776618015313,True,38,5000,0.5
0.7,24,-1.230378310185178,508.5874536121419,0.0199895447530864,0.5401401961139187,1.5483808294289876,0.1215755736319321,0.1435716319413859,True,38,5000,0.5
0.6,24,-1.2735280015431973,550.8985578098265,0.011524961419753,0.3204583543433896,0.822563634156992,0.076998734669353,-0.3156484410893028,True,38,5000,0.5
0.5,24,-1.2940372123015744,570.4197594354447,0.0039644345238095,0.1172740758726528,0.2849102024045148,0.0510507626729025,-3.988388011641266,True,38,15000,0.5
0.4,24,-1.2994577083333176,575.6005256992657,0.0003246527777777,0.0156716806347705,0.0148987001072479,0.003374142485119,-20.36853041261445,True,38,15000,0.5
0.3,24,-1.2999869642856985,575.9934859004029,5.654761904761905e-06,0.0006350235618114,0.0001941933243398,4.854971655328798e-05,-490.57758341431816,True,38,15000,0.5
0.2,24,-1.299999999999984,576.0,0.0,0.0,0.0,0.0,,True,38,15000,0.5
0.1,24,-1.299999999999984,576.0,0.0,0.0,0.0,0.0,,True,38,15000,0.5
