T,L,E,M,Ms,Cv,chi,chi_s,U,periodica,intento,tao,h
2.0,24,-0.7465136342592568,187.59405346547854,0.3256858796296296,0.20399580028386785,0.6268842206420813,0.626729963441365,0.640276179293696,True,14,5000,0.5
1.7,24,-0.8147445987654479,220.86886958067598,0.38345493827160493,0.2539675643508236,0.7534831469838923,0.7534364565157764,0.6469983272890036,True,14,5000,0.5
1.6,24,-0.8413720061727932,234.48478922690606,0.40709104938271606,0.27244864053734824,0.8103890090594963,0.8103603180727093,0.6489596542596652,True,14,5000,0.5
1.5,24,-0.8701208950616371,249.97364503011045,0.43398117283950627,0.2979180323392355,0.8753144154154008,0.8753213881664088,0.6508320668601926,True,14,5000,0.5
1.4,24,-0.9010707947531222,267.19246238972465,0.4638755401234568,0.3269530929700855,0.9333059266243384,0.933325389650701,0.6528288278789082,True,14,5000,0.5
1.3,24,-0.9355424845678724,287.20779538232483,0.498625462962963,0.36083892306813786,1.0168656361702038,1.0168748849952343,0.6545202624661364,True,14,5000,0.5
1.2,24,-0.9740760725308597,310.69905113219704,0.5394088734567901,0.3990965458277279,1.128190632848453,1.12820192866657,0.656035750953827,True,14,5000,0.5
1.1,24,-1.0165405478395024,338.14599675562766,0.5870582561728395,0.4413362821814246,1.25367348743665,1.2536875214334906,0.6575457523296762,True,14,5000,0.5
1.0,24,-1.064342538580243,370.6351414413013,0.6434636574074074,0.5200825513767187,1.4432942534658144,1.4433258898456423,0.6587001946984152,True,14,5000,0.5
0.9,24,-1.1169361959876598,409.5795648985578,0.7110752314814816,0.5450024843877744,1.5880294124414192,1.58806004715359,0.6602040980967888,True,14,5000,0.5
0.8,24,-1.1736684259259238,456.745894535677,0.7929617283950618,0.5863531825928209,1.7132473880988957,1.7132850966391278,0.6616948040045731,True,14,5000,0.5
0.7,24,-1.2295844367283852,507.75973867247393,0.8815264660493827,0.5390243995515492,1.5657973415475697,1.5658048751274936,0.663472648786229,True,14,5000,0.5
0.6,24,-1.273983796296288,551.51094420124,0.957483950617284,0.3173019204395031,0.7993606353486232,0.7993737650662425,0.6654911656403721,True,14,5000,0.5
0.5,24,-1.2945471329364924,571.2905345561555,0.9918241071428572,0.10445915687079024,0.18253273657440636,0.18253517495479343,0.6664580903046813,True,14,15000,0.5
0.4,24,-1.2994764781745873,575.6071540813119,0.9993179563492063,0.015251933302806716,0.015413543816672851,0.015413965065604884,0.6666526946410967,True,14,15000,0.5
0.3,24,-1.2999860019841114,575.991371675095,0.9999850198412701,0.0006977979797671584,0.0003097454895463738,0.00030975432672164516,0.66666645448952,True,14,15000,0.5
0.2,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,14,15000,0.5
0.1,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,14,15000,0.5
