T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,24,-0.5826390740740623,0.0380595679012345,0.1318156296247063,0.1202538271536351,0.3064794914568589,True,21,5000
1.7,24,-0.6272718518518035,0.0420434799382716,0.1632640859566742,0.170884148668099,0.3133758480334705,True,21,5000
1.5,24,-0.66256462962967,0.0460558256172839,0.1972125383725164,0.2338136400954503,0.3074383532035847,True,21,5000
1.3,24,-0.7089026543209882,0.0544145833333333,0.2674928012220693,0.3788195028252608,0.3048595929197579,True,21,5000
1.2,24,-0.7380254629629889,0.0625611111111111,0.3364174532751428,0.5497534157407409,0.2919119749028147,True,21,5000
1.1,24,-0.7782568518519084,0.0797175540123456,0.4978650330538449,1.0369571869614356,0.2645612901498052,True,21,5000
1.0,24,-0.8838294753085707,0.1858260416666666,2.775911917352864,7.503912474004628,0.2740211779669123,True,21,5000
0.9,24,-1.1266055555555574,0.4700103009259259,0.7335392434079625,0.210645444778823,0.6647873446400556,True,21,5000
0.8,24,-1.1723849382716272,0.4906214120370369,0.2807906001508954,0.0395679209008825,0.6663688656293383,True,21,5000
0.7,24,-1.1906725308642228,0.4971932098765432,0.1102160139970839,0.0095416133842464,0.6666048789516337,True,21,5000
0.5,24,-1.199564801587327,0.499889632936508,0.0089499135101505,0.0003444001557539,0.6666650826020978,True,21,15000
0.3,24,-1.1999992460317714,0.4999998015873015,4.267714173715551e-05,9.919879317976663e-07,0.6666666639270618,True,21,15000
0.1,24,-1.2000000000000255,0.5,1.0105496686365867e-11,0.0,0.6666666666666667,True,21,15000
