T,L,E,M,Ms,Cv,chi,chi_s,U,periodica,intento,tao,h
2.0,24,-0.7466511033950579,187.65920757316505,0.3257976080246914,0.2047524136549378,0.6373694320554869,0.6373160552657713,0.6398184366374902,True,16,5000,0.5
1.7,24,-0.8150271604938282,221.09304237683608,0.38384320987654325,0.2542953749934913,0.7537632840087197,0.7537608253368783,0.647027677252668,True,16,5000,0.5
1.6,24,-0.841135509259283,234.26390524655008,0.40670972222222224,0.27467441298756823,0.805473464914799,0.8054522724537061,0.6490331315198812,True,16,5000,0.5
1.5,24,-0.8700495293210601,249.9502677718273,0.4339425154320988,0.29801453125187827,0.8636002713127271,0.8635993689414754,0.6510212384115208,True,16,5000,0.5
1.4,24,-0.9016820138889066,267.6983622586165,0.46475254629629636,0.32799716134898127,0.9377249059725944,0.937700984104917,0.6528053063595673,True,16,5000,0.5
1.3,24,-0.935508024691354,287.0832203728806,0.49840833333333334,0.36067244024792683,1.017253549983555,1.0172761306742555,0.6545141853908364,True,16,5000,0.5
1.2,24,-0.973879907407411,310.617941823515,0.539266049382716,0.40386853597731065,1.140678364097438,1.1406720491998446,0.6559134535211638,True,16,5000,0.5
1.1,24,-1.0169175462962952,338.22706162085285,0.5871992283950618,0.45216982138461514,1.2669997584634984,1.2670212607431965,0.6574171083409507,True,16,5000,0.5
1.0,24,-1.0642027777777736,370.9777116064087,0.644058024691358,0.5027692149383761,1.4163414672861512,1.4163663989575461,0.6588483066005437,True,16,5000,0.5
0.9,24,-1.11685841820987,410.41652407724274,0.7125292438271605,0.5623757376417293,1.6095760574617202,1.6096029163199432,0.6601508740182663,True,16,5000,0.5
0.8,24,-1.173971820987646,457.29423790582433,0.793914814814815,0.5902671491605183,1.7210435927372854,1.721034608641796,0.6616862019115146,True,16,5000,0.5
0.7,24,-1.2299587345678933,508.5537654718784,0.8829043209876544,0.5372375435246978,1.520058822570718,1.5200068410738103,0.663575757282184,True,16,5000,0.5
0.6,24,-1.2739652932098617,551.5893424590564,0.9576199074074074,0.32230172290736747,0.7963348659539542,0.7963426582304223,0.6654952231725904,True,16,5000,0.5
0.5,24,-1.294555307539667,570.9966572383646,0.9913137896825397,0.10481791255652853,0.246037475208747,0.24604361395697083,0.6663893455445251,True,16,15000,0.5
0.4,24,-1.2994234325396699,575.5846404388446,0.9992791666666667,0.01625280544001523,0.015134178544637203,0.0151307432536818,0.6666529229347409,True,16,15000,0.5
0.3,24,-1.2999842956349048,575.9918288048913,0.9999858134920636,0.0007684171757801655,0.0002687858122280213,0.0002687934802736436,0.6666664823731732,True,16,15000,0.5
0.2,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,16,15000,0.5
0.1,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,16,15000,0.5
