T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,16,-0.5832743750000341,0.0573971354166666,0.1322689303083315,0.1206478383246527,0.3103660525388345,True,38,5000
1.7,16,-0.6269074305555574,0.0629972222222222,0.1653355585078442,0.1727204293936093,0.3016622297942005,True,38,5000
1.5,16,-0.6629862499999989,0.0695863715277777,0.1991163577481403,0.2382057893197016,0.3000390658269684,True,38,5000
1.3,16,-0.7103731249999986,0.0821287326388888,0.2782716063050566,0.3974271484315647,0.2754177614813522,True,38,5000
1.2,16,-0.7410437499999984,0.0944162326388888,0.3630868047839976,0.5816769376527136,0.2588199122548265,True,38,5000
1.1,16,-0.7872714583333275,0.1210578993055555,0.6141233387603318,1.1570245588366306,0.2053530744435759,True,38,5000
1.0,16,-0.9192565277776094,0.2534394965277777,2.5706320957577877,4.740349523285111,0.4166110614931881,True,38,5000
0.9,16,-1.1221579166665974,0.4614866319444444,0.9678176383539564,0.9040976760202332,0.6559619263149421,True,38,5000
0.8,16,-1.1725856250000006,0.4907256944444444,0.2785520847050193,0.0383483179012245,0.6660323446362743,True,38,5000
0.7,16,-1.1904346527777754,0.4971205729166666,0.1115328846534497,0.0097129898561425,0.6665272986621331,True,38,5000
0.5,16,-1.1995685714285722,0.4998897321428571,0.008953402252473,0.0003518103061281,0.6666630599534997,True,38,15000
0.3,16,-1.199999464285715,0.4999998883928571,2.8570612029296982e-05,3.720131758200296e-07,0.6666666643597114,True,38,15000
0.1,16,-1.2000000000000006,0.5,5.684341886080801e-12,0.0,0.6666666666666667,True,38,15000
