T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,16,-0.5548286111111376,0.0531138888888888,0.131161551998769,0.103458300169753,0.3129101360334805,False,39,5000
1.7,16,-0.5977173611111322,0.0574020833333333,0.1606927391601426,0.1395867057189543,0.3172361523414078,False,39,5000
1.5,16,-0.6332516666666564,0.0618880208333333,0.193855833758025,0.1853629340277777,0.3105257958209916,False,39,5000
1.3,16,-0.6768852777777694,0.0697943576388888,0.2464618643406997,0.2805855532392568,0.2981555224593248,False,39,5000
1.2,16,-0.7036527083333314,0.0753638888888888,0.2944242971527425,0.3545084412551443,0.2940333453950727,False,39,5000
1.1,16,-0.7370514583333305,0.0853910590277777,0.3728261211294741,0.4975677398551488,0.3003537633256177,False,39,5000
1.0,16,-0.7799834722222188,0.1038530381944444,0.5045710745135352,0.819567382775849,0.2841902454147456,False,39,5000
0.9,16,-0.8389526736111094,0.1420039930555555,0.6896835163964964,1.7650866019461593,0.2889947862037604,False,39,5000
0.8,16,-0.9152615277777285,0.2188855034722222,0.8083523635108224,4.241671533273053,0.4194209085198899,False,39,5000
0.7,16,-0.981371249999636,0.3282244791666667,0.460134836190236,5.116074753869039,0.5812532384815281,False,39,5000
0.5,16,-1.0293408482142359,0.4398459821428571,0.1112108770914801,0.2931232117346951,0.6629663053614588,False,39,15000
0.3,16,-1.044035446428562,0.47034765625,0.0545579181644168,0.1747173232886704,0.6654770182918243,False,39,15000
0.1,16,-1.053910580357136,0.4980282366071428,0.0307352342417743,0.0207401821110408,0.6666235302271115,False,39,15000
