T,L,E,M,Ms,Cv,chi,chi_s,U,periodica,intento,tao,h
2.0,24,-0.7464362114196944,187.35943645696761,0.32527800925925926,0.2020135738966802,0.6320560761325029,0.631929546280861,0.6399597008629233,True,17,5000,0.5
1.7,24,-0.8147554166666501,220.72305059887557,0.38319891975308645,0.25418101324746295,0.7618624583309451,0.7618691144920419,0.6468072001371594,True,17,5000,0.5
1.6,24,-0.8410115200615922,234.54065465211883,0.40718834876543214,0.27891806675922237,0.8096629939935064,0.8096796448023713,0.6489234501100649,True,17,5000,0.5
1.5,24,-0.8699960339505748,249.90453545476768,0.4338625,0.3007712489225351,0.8588504073446883,0.8588658478189402,0.651113166078195,True,17,5000,0.5
1.4,24,-0.9015260030865101,267.3224595009,0.4641010802469136,0.3300381872199494,0.9418126739539788,0.9418304612482815,0.6527364545256594,True,17,5000,0.5
1.3,24,-0.9354480478395095,287.2827714939668,0.4987548611111111,0.3593349527299319,1.0127446696798255,1.01276712628208,0.6546037203309296,True,17,5000,0.5
1.2,24,-0.9736785802469198,310.50189995777873,0.5390648148148147,0.40080069974237637,1.1372112283678,1.1372155967078879,0.6559370798174673,True,17,5000,0.5
1.1,24,-1.0167585648148152,338.3683473700584,0.587446450617284,0.45006175112223423,1.2743728546350286,1.2743547835266191,0.657369286419484,True,17,5000,0.5
1.0,24,-1.0645921836419712,370.9257127619386,0.6439668981481481,0.4998360181547873,1.4254143371568313,1.4253985503395619,0.6588081761975739,True,17,5000,0.5
0.9,24,-1.1172776003086389,410.3100819981778,0.7123445216049383,0.5480406949173849,1.5852300811267341,1.5852539047972414,0.6602330949042836,True,17,5000,0.5
0.8,24,-1.1734816743827166,456.763627474945,0.7929920524691357,0.5842794262461677,1.7123094942725932,1.7123434313744035,0.6617072754088655,True,17,5000,0.5
0.7,24,-1.230360185185176,508.79509344236794,0.883325,0.5326033675988345,1.5169345198762405,1.5169669622573931,0.6635863422348762,True,17,5000,0.5
0.6,24,-1.2739256018518386,551.5534321459523,0.9575578703703704,0.3291332223970703,0.7994067320883174,0.7994232253085443,0.6654901956867885,True,17,5000,0.5
0.5,24,-1.2943354662698292,570.1534241878803,0.9898502976190475,0.10544142285087016,0.36306384421873694,0.3630595637075942,0.666260647762727,True,17,15000,0.5
0.4,24,-1.2994911706349048,575.6339533156196,0.9993644841269842,0.014820562607080012,0.014043027574896566,0.014043412188016191,0.6666539467972596,True,17,15000,0.5
0.3,24,-1.2999851289682383,575.9909145452987,0.9999842261904761,0.0007419929412814479,0.0003705434520034706,0.0003705540252241235,0.6666664135207961,True,17,15000,0.5
0.2,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,17,15000,0.5
0.1,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,17,15000,0.5
