T,L,E,M,Ms,Cv,chi,chi_s,U,periodica,intento,tao,h
2.0,24,-0.7459736033950243,187.46330081553742,0.32545717592592593,0.2079403761913833,0.6400885080890425,0.6400011477623453,0.6395984724170518,True,2,5000,0.5
1.7,24,-0.8149977623456404,220.8614919668452,0.38344104938271606,0.25633428175654205,0.7598531597497992,0.7598494819333534,0.6468465378011399,True,2,5000,0.5
1.6,24,-0.841080594135681,234.4771893957912,0.40708001543209876,0.27661109628148095,0.8105243503007702,0.8105028548332538,0.6489134696212404,True,2,5000,0.5
1.5,24,-0.8701922299382516,250.2312393057932,0.43442816358024694,0.3048844067281023,0.8823618148964956,0.8823615895724721,0.6507339175168816,True,2,5000,0.5
1.4,24,-0.9012490123458142,267.20268438479144,0.46389320987654326,0.32401883443236706,0.9424402648781123,0.9424590752106506,0.6527107816932516,True,2,5000,0.5
1.3,24,-0.9355141049382828,287.2263727472723,0.498658024691358,0.3677686247192409,1.035415230944267,1.0354128899862975,0.6543208707035701,True,2,5000,0.5
1.2,24,-0.9737873456790154,310.64305237661387,0.5393117283950617,0.40615487764822367,1.1309086183863177,1.1309172656607291,0.6559912161943724,True,2,5000,0.5
1.1,24,-1.0166963811728418,338.0567987378058,0.5869054783950617,0.4535236320782409,1.2780964162646278,1.2780841375950884,0.6573440402327535,True,2,5000,0.5
1.0,24,-1.063938858024688,370.6824292793493,0.6435447530864198,0.4995151080734609,1.4229923978861936,1.4229908587105804,0.6587984567446348,True,2,5000,0.5
0.9,24,-1.1164042129629563,409.818137374725,0.7114905864197532,0.5397688689818683,1.5826393688282931,1.582657701859418,0.6602415093023587,True,2,5000,0.5
0.8,24,-1.1736241820987614,456.69260683095933,0.7928683641975309,0.5705481245906676,1.7103086767000755,1.7103287059499106,0.6617048021906637,True,2,5000,0.5
0.7,24,-1.2300442361111001,508.3660363103042,0.8825790895061727,0.526105827084352,1.5122337366212002,1.5122415460271048,0.6635932393886599,True,2,5000,0.5
0.6,24,-1.2738150462962858,551.2166396302305,0.9569733024691358,0.32455722213606714,0.8224262313359322,0.8224444680155685,0.6654584082199748,True,2,5000,0.5
0.5,24,-1.294448740079349,571.2185937544641,0.9916989087301588,0.10853656859803272,0.18121471719718507,0.18121983418370746,0.6664591856023716,True,2,15000,0.5
0.4,24,-1.29946135912697,575.5922973629325,0.9992925595238094,0.01570557963835502,0.015955159635217972,0.015948467106632336,0.6666522084843126,True,2,15000,0.5
0.3,24,-1.2999841468253812,575.9886860375418,0.9999803571428572,0.0008062839450208287,0.0004794042376522191,0.00047941791379457754,0.6666663387172775,True,2,15000,0.5
0.2,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,2,15000,0.5
0.1,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,2,15000,0.5
