T,L,E,M,Ms,Cv,chi,chi_s,U,periodica,intento,tao,h
2.0,24,-0.5832427160493912,21.990755760983088,0.03839375,0.1337803113722834,0.2402473647652847,0.1216151030709878,0.3039558820418631,True,1,5000,0.0
1.7,24,-0.6270792283951063,21.89533565920757,0.0417091435185185,0.1646911496169089,0.2801740351429661,0.1697291226897238,0.3081164447440132,True,1,5000,0.0
1.6,24,-0.6441359567901346,21.802093286815847,0.0439351851851851,0.1773832658125387,0.296030879165561,0.1981332947530865,0.3122592386387541,True,1,5000,0.0
1.5,24,-0.6633980864197687,21.547476722739496,0.0466069444444444,0.197233520840346,0.3062211996107356,0.2369130460082304,0.3112912863919612,True,1,5000,0.0
1.4,24,-0.6844132407407467,21.399346681184863,0.049610223765432,0.2252694871025681,0.3284475165540971,0.2898388327889235,0.3031466503144407,True,1,5000,0.0
1.3,24,-0.7082752160493121,21.21370636208084,0.0547378472222222,0.2645694237257284,0.3451381572431067,0.38739548180793,0.2987002303879882,True,1,5000,0.0
1.2,24,-0.7382052777778472,21.01904402124397,0.0618552469135802,0.3357810230144027,0.3690075109722933,0.5468567880201185,0.2814620783358609,True,1,5000,0.0
1.1,24,-0.7778420370370196,20.41763516366303,0.079317824074074,0.4955842398286347,0.3757947832898227,1.0366516299382715,0.2504525617624156,True,1,5000,0.0
1.0,24,-0.8824946913579537,17.65302993266816,0.1823314043209876,2.8034754306806664,0.3226463180975871,7.4463893682270275,0.2581087625769265,True,1,5000,0.0
0.9,24,-1.1266345987654274,7.779827114953001,0.4692253086419752,0.7684739707557702,0.0798608164955282,0.3961902888279489,0.6640675033743637,True,1,5000,0.0
0.8,24,-1.1726307098765627,4.313859692006845,0.4907510030864198,0.2784870539909118,0.034289701244973,0.0382284799854004,0.6663786665500383,True,1,5000,0.0
0.7,24,-1.1906932407407642,2.0481767071842847,0.4972018904320988,0.1073384916204952,0.0159087929052868,0.0092549839199916,0.6666067365319963,True,1,5000,0.0
0.6,24,-1.1975222222222475,0.6488300259994222,0.4993255401234567,0.0367110068585437,0.0058179944831517,0.0020851618598705,0.6666551561397984,True,1,5000,0.0
0.5,24,-1.1995462698412949,0.122225079283449,0.4998866567460317,0.0093555143551687,0.001199283305281,0.0003392680697658,0.6666651052919542,True,1,15000,0.0
0.4,24,-1.1999655952381207,0.0095425844975857,0.4999917162698413,0.0010681593601525,0.000116168900231,2.9043052003352443e-05,0.6666665597483471,True,1,15000,0.0
0.3,24,-1.1999995238095493,0.0001142824490728,0.4999999007936508,2.5395377038584243e-05,1.322637949465285e-06,3.306688789450618e-07,0.6666666657513276,True,1,15000,0.0
0.2,24,-1.2000000000000255,0.0,0.5,2.526374171591467e-12,0.0,0.0,0.6666666666666667,True,1,15000,0.0
0.1,24,-1.2000000000000255,0.0,0.5,1.0105496686365867e-11,0.0,0.0,0.6666666666666667,True,1,15000,0.0
