T,L,E,M,Ms,Cv,chi,chi_s,U,periodica,intento,tao,h
2.0,24,-0.7463694135802611,187.6247638941357,0.325737962962963,0.20753255603075457,0.6426377979238649,0.6426484977777789,0.6395525887716004,True,8,5000,0.5
1.7,24,-0.8148658873456854,220.8642030177107,0.3834452932098766,0.25330348054451063,0.7577252446460119,0.7577383272795015,0.646910344680716,True,8,5000,0.5
1.6,24,-0.8413202777778612,234.4767894046799,0.40707870370370375,0.2747611989660706,0.8085148745955055,0.8085183950617147,0.6489663288369769,True,8,5000,0.5
1.5,24,-0.8698414506172868,249.7927157174285,0.43366944444444444,0.3006699485093706,0.8806103293438136,0.8805891706995972,0.6506793268035078,True,8,5000,0.5
1.4,24,-0.9014051311728264,267.4598786693629,0.4643395833333333,0.3301017010997595,0.9325190649129972,0.9325354539462185,0.6528878839192418,True,8,5000,0.5
1.3,24,-0.9361140046295768,287.5750761094198,0.49926226851851857,0.36072709828603833,1.033030183771441,1.0330531346391105,0.6543910656761722,True,8,5000,0.5
1.2,24,-0.9745540895061668,310.98953356592074,0.5399137345679013,0.4020185751004995,1.1392772827241726,1.1392632386716883,0.6559403680762695,True,8,5000,0.5
1.1,24,-1.0163446759259234,338.1569742894602,0.5870782407407408,0.4438440138505709,1.2413858232169865,1.2414128034792233,0.6576073518317044,True,8,5000,0.5
1.0,24,-1.0647812114197501,370.88424701673296,0.6438969907407407,0.4962004694434654,1.3959105709190125,1.3959278325617674,0.6589641911330604,True,8,5000,0.5
0.9,24,-1.1168526697530852,410.17519610675316,0.7121091049382716,0.543801159662304,1.5914716107258362,1.5914962415942568,0.660212321800323,True,8,5000,0.5
0.8,24,-1.1736502777777704,456.5772316170752,0.792666975308642,0.5794112785185094,1.686224383647641,1.686153398079453,0.6617797424108496,True,8,5000,0.5
0.7,24,-1.2297043055555497,508.07937601386635,0.882080401234568,0.5303382293549768,1.4973364606932216,1.497243167528625,0.6636129251217933,True,8,5000,0.5
0.6,24,-1.2735469753086304,550.9121575076109,0.9564447530864197,0.3262253801489194,0.8149138454478413,0.8149319011432965,0.6654649619876137,True,8,5000,0.5
0.5,24,-1.294382906746016,570.9067169509443,0.991157242063492,0.10686937818374848,0.23307512948465753,0.23307921513618624,0.6664030171845443,True,8,15000,0.5
0.4,24,-1.2993957341269684,575.5496128682038,0.9992180555555558,0.017662167622094983,0.017622028414936923,0.017622506745702538,0.6666506735512157,True,8,15000,0.5
0.3,24,-1.2999867063491906,575.9931430530556,0.9999880952380953,0.0006501035521203584,0.00022458920688627084,0.0002245956157054252,0.6666665127468284,True,8,15000,0.5
0.2,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,8,15000,0.5
0.1,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,8,15000,0.5
