T,L,E,M,Ms,Cv,chi,chi_s,U,periodica,intento,tao,h
2.0,24,-0.746194598765447,187.70116219639564,0.3258692901234568,0.2048258049348735,0.6350904630594856,0.6349734794993198,0.6398897995885495,True,15,5000,0.5
1.7,24,-0.8145118904321152,220.71269527343836,0.383181712962963,0.25456278136045973,0.7597597694359222,0.7597613648329701,0.6467526292635668,True,15,5000,0.5
1.6,24,-0.8412223688272062,234.32901491077976,0.4068215277777778,0.27735866104357454,0.8072366091814192,0.8072528749806962,0.6489637266734707,True,15,5000,0.5
1.5,24,-0.8696519753086286,249.71702851047755,0.43353827160493835,0.2987848851575064,0.86235883649737,0.8623242424873965,0.6510357013182173,True,15,5000,0.5
1.4,24,-0.9009818595680296,267.24579453789914,0.4639661265432099,0.3292285902725451,0.9471891108167378,0.9471150279222991,0.6526529154657662,True,15,5000,0.5
1.3,24,-0.9356473225307936,287.26774960556435,0.4987293981481481,0.36552277139694533,1.0375115739653027,1.0375257806030547,0.6543130702750894,True,15,5000,0.5
1.2,24,-0.9738842129629867,310.6085198106709,0.5392516975308642,0.39941636599706604,1.1349840468277619,1.1349956138431505,0.6559638401254531,True,15,5000,0.5
1.1,24,-1.0166964583333293,337.8701362191951,0.5865790895061729,0.44974244685014264,1.2717874323635268,1.2717917470226843,0.6573765581461558,True,15,5000,0.5
1.0,24,-1.064370030864194,371.07170951756626,0.6442212962962963,0.4965466759007945,1.4128510721901775,1.4128778612345947,0.6588952634674142,True,15,5000,0.5
0.9,24,-1.1170248070987614,409.9731561520855,0.7117597993827159,0.5373163589890677,1.5604426714313422,1.560456650476425,0.6603314190937061,True,15,5000,0.5
0.8,24,-1.1735786342592545,456.56234305904314,0.792642515432099,0.5774741592355148,1.7003177970730121,1.7003492729378777,0.6617337364337157,True,15,5000,0.5
0.7,24,-1.229785540123445,508.0760871980623,0.8820773148148148,0.5286429528541601,1.5177292509368936,1.5177407638449532,0.6635690418780276,True,15,5000,0.5
0.6,24,-1.2738214351851733,551.4406790960201,0.9573618827160493,0.3288495409839173,0.7888789388045081,0.7888892998401076,0.6655042437650742,True,15,5000,0.5
0.5,24,-1.294539484126972,571.3131053398474,0.9918630952380951,0.10118731600960018,0.16772235858540321,0.1677269795921319,0.6664740919366208,True,15,15000,0.5
0.4,24,-1.2995229861110966,575.6503528470615,0.9993929563492067,0.01373770553780357,0.013211554340210164,0.01321191665175192,0.6666546719820466,True,15,15000,0.5
0.3,24,-1.2999858829364925,575.9906859804006,0.9999838293650792,0.0007097254121707707,0.0003506784112148496,0.00035068841718555177,0.6666664263468453,True,15,15000,0.5
0.2,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,15,15000,0.5
0.1,24,-1.299999999999984,576.0,1.0,0.0,0.0,0.0,0.6666666666666667,True,15,15000,0.5
