T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,16,-0.5544853819444943,0.0531826388888888,0.1310645695184398,0.1026372136419752,0.318328265195173,False,27,5000
1.7,16,-0.5980121527777825,0.0576365451388888,0.1593974782669117,0.1417797638332879,0.3136564946032835,False,27,5000
1.5,16,-0.6335031944444349,0.0621094618055555,0.1939883879747539,0.1882748379616769,0.3064764519303345,False,27,5000
1.3,16,-0.6775126041666593,0.0694359375,0.2505606712015082,0.2744030454594015,0.3072657917069292,False,27,5000
1.2,16,-0.7045300000000126,0.0764177083333333,0.2935877003395148,0.3544332879629628,0.3068521285658585,False,27,5000
1.1,16,-0.7379167013888768,0.0864088541666666,0.3711773928678202,0.5045511979166668,0.3022862105399007,False,27,5000
1.0,16,-0.7808171874999942,0.1044575520833333,0.4965588360416575,0.8494626269270831,0.2792315421145217,False,27,5000
0.9,16,-0.8385187152777747,0.1395177083333333,0.671265991494809,1.7097982348765437,0.2918696040926469,False,27,5000
0.8,16,-0.9143727083332877,0.2141796875,0.7818852062327241,3.96028293185764,0.4144717276708634,False,27,5000
0.7,16,-0.9814535763885444,0.3408125,0.4714724239298514,4.1651421527777694,0.5990045562859212,False,27,5000
0.5,16,-1.0295615178571091,0.4406696428571429,0.107027033298209,0.26754005102039,0.6632509415001779,False,27,15000
0.3,16,-1.0440134821428524,0.4700689732142857,0.0530267369387931,0.1750653154336845,0.6654718564671996,False,27,15000
0.1,16,-1.0538931249999968,0.4979830357142857,0.0311920185708913,0.021083316836794,0.6666228000428456,False,27,15000
