T,L,E,Ms,Cv,chi_s,U,periodica,intento
1.5,16,-162.22319999999948,0.062046875,0.19981422428572967,0.18571644642857144,0.31577222546099093,False,20
1.0,16,-199.6574857142855,0.10230524553571428,0.49762334137750486,0.8103861159917094,0.29053132455027875,False,20
0.5,16,-263.61611428571075,0.4410965401785714,0.0990523712241611,0.24829575494260325,0.6634910458649292,False,20
0.1,16,-269.79971428571247,0.4980145089285714,0.02998211097633429,0.02029865752561477,0.6666244372463119,False,20
3.5,16,-105.93594285714167,0.04488448660714286,0.06779923819137751,0.041651045713374614,0.3143182237420149,False,26
3.0,16,-115.47902857142722,0.04681026785714286,0.08182667419359449,0.054646219812925126,0.30182415081007974,False,26
2.5,16,-127.41594285714513,0.04948772321428571,0.10391221256938821,0.07304027028061229,0.3110829520083096,False,26
2.0,16,-141.76840000000263,0.053036272321428574,0.13156143555803368,0.1021222623963648,0.3146123432751986,False,26
1.5,16,-162.0904571428573,0.062195870535714286,0.19712313554988567,0.19059693744685374,0.30988409605461276,False,26
1.0,16,-199.65565714285836,0.10524776785714286,0.4961591495407731,0.793418302295918,0.32067279584639186,False,26
0.5,16,-262.7045714285671,0.37115345982142856,0.15434770918409413,10.052552862085463,0.590334729169527,False,26
0.1,16,-269.78925714285623,0.49790401785714283,0.03220491838078487,0.021990165816418994,0.6666209077969879,False,26
3.5,16,-105.94485714285612,0.04539620535714286,0.0672853204654314,0.04215733190597667,0.31824844904338967,False,29
3.0,16,-115.37257142858051,0.04685602678571429,0.08167022902494302,0.05235748416241496,0.3177412165948743,False,29
2.5,16,-127.00405714286036,0.04885658482142857,0.10066567542652934,0.07146286348852038,0.30136663998939106,False,29
2.0,16,-141.98108571428588,0.05278738839285714,0.12773449438456908,0.10370890365911994,0.3098262704189799,False,29
1.5,16,-162.1603428571447,0.06277399553571429,0.19412266646257118,0.19398755947066304,0.3008100871353959,False,29
1.0,16,-199.61394285714255,0.10504631696428571,0.4981726334693235,0.8237550981345669,0.2980714437737926,False,29
0.5,16,-263.55639999999704,0.4400407366071429,0.10718422607146749,0.27482544499360984,0.6631446897588196,False,29
0.1,16,-269.7970857142843,0.49799051339285716,0.03063953955120268,0.020538742825166878,0.6666239080783425,False,29
3.5,16,-105.27765714285717,0.04504910714285714,0.07173546034881402,0.043533573615160366,0.3026008654590373,False,27
3.0,16,-115.523828571427,0.045913504464285715,0.0828126702253387,0.052468172592474493,0.29418293268711404,False,27
