T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,16,-0.5549837500000285,0.0533605902777777,0.1295166261555529,0.1029798400887345,0.3152297737656565,False,14,5000
1.7,16,-0.5983373958333417,0.0573200520833333,0.1618990786995427,0.1424551993361927,0.3085014079838591,False,14,5000
1.5,16,-0.6335705555555468,0.0621065104166666,0.1940360869377097,0.1888761791550925,0.3086513467425547,False,14,5000
1.3,16,-0.677257291666648,0.0699883680555555,0.2456870662393133,0.2740362019883666,0.3077897541201941,False,14,5000
1.2,16,-0.7043262152777703,0.0763672743055555,0.2999352346911424,0.3655019820585779,0.2937515101421227,False,14,5000
1.1,16,-0.7360989930555474,0.0865196180555555,0.3650749574530365,0.5069676970468577,0.296166169742501,False,14,5000
1.0,16,-0.7801592361111067,0.1027236979166666,0.4956961421617052,0.7825137555381949,0.2972590293182851,False,14,5000
0.9,16,-0.8391649999999916,0.1413520833333333,0.6808721939095179,1.722318764197532,0.3047270080394479,False,14,5000
0.8,16,-0.9168151388888454,0.2237721354166666,0.8034594694366514,4.094567573242188,0.43505846011464,False,14,5000
0.7,16,-0.9792861458330273,0.3194728298611111,0.4857810623067907,5.284012367920532,0.5694193580363556,False,14,5000
0.5,16,-1.029510937499953,0.4402046875,0.1071015775000887,0.2771210666071368,0.66312776221577,False,14,15000
0.3,16,-1.0439641517857072,0.4700149553571429,0.0548895906522122,0.1767945412839822,0.6654579901241379,False,14,15000
0.1,16,-1.0538921874999971,0.4979801339285714,0.0316092232196751,0.0214439539540478,0.6666220708009791,False,14,15000
