T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,24,-0.5833432716049824,0.0381697530864197,0.1357032697278618,0.1182033352194786,0.3129302181767405,True,26,5000
1.7,24,-0.6269130864197917,0.0420534722222222,0.1634696899566816,0.1710608253267973,0.3100697297825693,True,26,5000
1.5,24,-0.6631001851851905,0.0464186342592592,0.198395662389009,0.2355741653858027,0.3089089029835012,True,26,5000
1.3,24,-0.708765493827156,0.0544484182098765,0.2633800452904976,0.3812699015979477,0.2993786484581172,True,26,5000
1.2,24,-0.738490246913548,0.0631604166666666,0.3370559125682104,0.5660192358796297,0.283842940283258,True,26,5000
1.1,24,-0.7783985802469303,0.0802478780864197,0.5047219159061018,1.0542890590901288,0.2453617932538931,True,26,5000
1.0,24,-0.8854856172839017,0.1856233410493827,2.891822693686865,7.656569678970337,0.2593842824622238,True,26,5000
0.9,24,-1.1257673456790231,0.4692713734567901,0.7502088102803438,0.2641008914456932,0.6644918449731159,True,26,5000
0.8,24,-1.1727281790123685,0.490807600308642,0.2726952628178322,0.0375411648137036,0.6663838152599214,True,26,5000
0.7,24,-1.1906382407407639,0.4971797067901234,0.1095326737312361,0.00958171369292,0.6666046539151205,True,26,5000
0.5,24,-1.1995849603174862,0.4998931547619048,0.008560705011607,0.0003447853854261,0.6666650815699998,True,26,15000
0.3,24,-1.1999990476190734,0.4999998015873015,5.0787847062621705e-05,6.613000813615599e-07,0.6666666648360918,True,26,15000
0.1,24,-1.200000000000026,0.5,-3.03164900590976e-11,0.0,0.6666666666666667,True,26,15000
