T,L,E,Ms,Cv,chi_s,U,periodica,intento,tao
2.0,16,-141.92391111112124,0.052981857638888886,0.13068489478394696,0.10334762904996148,0.31253901572219234,False,12,5000
1.7,16,-153.04000000000153,0.05755755208333333,0.15780827566320896,0.14231936845383997,0.3105574131432096,False,12,5000
1.5,16,-162.11642666666606,0.06211493055555556,0.19501010869629454,0.18775235584362138,0.3098225120651684,False,12,5000
1.3,16,-173.2668088888861,0.06961501736111111,0.24829956164512554,0.27550830035464136,0.30526904128270704,False,12,5000
1.2,16,-180.2772355555551,0.0762375,0.2978584900718081,0.35785860092592603,0.3023309668365187,False,12,5000
1.1,16,-189.0010044444452,0.08768810763888889,0.3729987341166859,0.5244416861514453,0.29414104020780973,False,12,5000
1.0,16,-199.7020533333344,0.10259921875,0.4902792196416499,0.8188704277604169,0.27616102939216947,False,12,5000
0.9,16,-214.47264888888822,0.13928862847222223,0.6697896536622485,1.6597168402241942,0.3044431907199333,False,12,5000
0.8,16,-234.4858666666563,0.2196224826388889,0.7977619861111672,4.150493061340182,0.4231352425415622,False,12,5000
0.7,16,-250.9572088888026,0.3245056423611111,0.47747128710264697,5.04123043974592,0.5765610026896649,False,12,5000
0.5,16,-263.2873828571294,0.4200880580357143,0.12721354833524856,3.69457068162626,0.6448658340033723,False,12,15000
0.3,16,-267.2688114285696,0.47023292410714285,0.054481987296463155,0.17362458153700783,0.6654822277289284,False,12,15000
0.1,16,-269.79823999999866,0.4979950892857143,0.03159879000804721,0.021624831122437627,0.6666217139852854,False,12,15000
