T,L,E,M,Ms,Cv,chi,chi_s,U,periodica,intento,tao,h
2.0,24,-0.7465646604938726,187.6304082131508,0.0334421296296296,0.2076720880624584,0.6402678117454078,0.0928362515432101,0.3091497009012623,True,3,5000,0.5
1.7,24,-0.8149393518518719,220.96526743850137,0.0343661265432098,0.2518789200307536,0.7610853635216605,0.1145148607580892,0.3082509120581784,True,3,5000,0.5
1.6,24,-0.840949845678935,234.3677251616631,0.0346300925925925,0.2739038683395101,0.8021433166653146,0.1241132638117285,0.3078103675721236,True,3,5000,0.5
1.5,24,-0.8702410725307969,250.154441012422,0.0344714891975308,0.2985208187463645,0.8625121765546063,0.1318146193409922,0.3015001316283492,True,3,5000,0.5
1.4,24,-0.9011850231481362,267.4333903691029,0.0344996527777777,0.3316045716414229,0.945052097046434,0.1407039080191799,0.3070613785961623,True,3,5000,0.5
1.3,24,-0.9359243441357812,287.42503499922225,0.0345871527777777,0.3592581008468606,1.013355429576918,0.1508603579712725,0.309176360541885,True,3,5000,0.5
1.2,24,-0.9741336265432228,310.53803248816695,0.0344970679012345,0.4054709886658101,1.1333931891725673,0.1678169089391858,0.2934763537614193,True,3,5000,0.5
1.1,24,-1.0167957716049367,337.90849092242394,0.0338682098765432,0.442653074521312,1.2556924648875296,0.1800246582366877,0.279728439074119,True,3,5000,0.5
1.0,24,-1.064204629629626,370.745183440368,0.0324063271604938,0.4936009353086774,1.4052912643032869,0.179794958175583,0.2768753246837078,True,3,5000,0.5
0.9,24,-1.1169916126543167,410.2161285304771,0.0301158564814814,0.5520996033054221,1.6035239483495882,0.1775122993741426,0.2601000581344244,True,3,5000,0.5
0.8,24,-1.1733622608024656,456.5453656585409,0.0261910108024691,0.5904975768391155,1.7336665105363458,0.1611237465267059,0.2173136189863722,True,3,5000,0.5
0.7,24,-1.2307142129629542,508.860825314993,0.0198628858024691,0.5138523322526957,1.493380468361018,0.1211972813590045,0.1205519012176378,True,3,5000,0.5
0.6,24,-1.2736877237654207,551.2539721339526,0.0112849151234567,0.3200229690562228,0.8066406621311992,0.07270871910008,-0.2260862054780776,True,3,5000,0.5
0.5,24,-1.2945865674603014,571.3341904517014,0.0033382936507936,0.102692033044554,0.1904298740557553,0.0329094954648526,-3.422766496769488,True,3,15000,0.5
0.4,24,-1.29947745039681,575.6340104568441,0.0003088789682539,0.0150050737235889,0.0126955293778034,0.0030207251665249,-18.58396537761204,True,3,15000,0.5
0.3,24,-1.2999822023809366,575.9866289534584,1.1607142857142856e-05,0.0009191808764884,0.000809788760105,0.0002024529667422,-549.2072638598004,True,3,15000,0.5
0.2,24,-1.299999999999984,576.0,0.0,0.0,0.0,0.0,,True,3,15000,0.5
0.1,24,-1.299999999999984,576.0,0.0,0.0,0.0,0.0,,True,3,15000,0.5
